cep;logradouro
07182-060;Rua Sargento da Aeronáutica Samuel Ribeiro de Oliveira
07182-070;Viela Xavier Fontoura
07182-080;Viela Dona Francisca
07182-090;Viela Bom Retiro do Sul
07182-100;Viela Iopolis
07182-110;Rua Corrego Novo
07182-120;Rua Manoel Alonso Almendra
07182-130;Rua Bento Gonçalves
07182-133;Rua da Bica
07182-135;Travessa da Bica
07182-137;Viela da Bica
07182-140;Rua Bandeirantes
07182-150;Rua Ribas do Rio Pardo
07182-151;Praça Primeiro-Tenente Erli de Aguiar
07182-160;Rua Ponte Branca
07182-170;Rua Jaguariúva
07182-180;Rua Dezoito de Maio
07182-181;Viela Jaceaba
07182-190;Rua Tesouro
07182-193;Praça Luís Alberto Ponce Garcia
07182-200;Rua Anastácio
07182-210;Rua Aquidauana
07182-220;Rua Arceburgo
07182-230;Rua Miranda
07182-240;Rua Alice de Brito Paiva
07182-260;Rua Paraíba
07182-270;Rua Porto Martinho
07182-280;Rua Antônio João
07182-290;Rua Projetada
07182-300;Rua Alexandra
07182-307;Viela Remígio
07182-310;Rua Pedra Lavada
07182-320;Rua Urbano Santos
07182-330;Rua São João Pau D'Alho
07182-350;Viela Novo Petrópolis
07182-420;Parque Edmundo Gonçalves de Andrade
07182-430;Viela Ceará
07182-440;Rua David Canabarro
07183-000;Estrada Sebastião Walter Fusco
07183-010;Rua Mogeiro
07183-020;Rua Mãe D' Água
07183-030;Rua Pequeri
07183-040;Rua Salgado de São Félix
07183-041;Viela Guiana
07183-050;Rua São Miguel do Taipu
07183-051;Viela Gravito
07183-060;Rua Sape
07183-061;Viela Reconquista
07183-070;Rua Imaculada
07183-080;Rua Mari
07183-090;Rua Nobres
07183-100;Rua Luciara
07183-110;Rua Aripuana
07183-120;Rua Barra das Garças
07183-130;Rua Chapada dos Guimarães
07183-140;Rua Teixeira
07183-150;Rua Porto dos Gaúchos
07183-160;Rua Francisco Beltrão
07183-170;Rua Manaíra
07183-180;Rua São João da Boa Vista
07183-185;Rua João Novaes
07183-200;Rua Araguainha
07183-201;Viela Várzea Grande
07183-202;Travessa Araguainha
07183-203;Praça Miriam da Cruz
07183-210;Rua Cáceres
07183-220;Rua Alto do Paraguai
07183-230;Rua Barão de Melgaço
07183-240;Rua Cuiabá
07183-245;Rua Alto do Araguaia
07183-250;Rua Rosário D'Oeste
07183-260;Rua Barra Bugres
07183-266;Rua Vargem Grande
07183-270;Rua Dom Aquino
07183-280;Rua Abadia
07183-310;Rua Turquia
07183-320;Rua Miriam
07183-330;Rua Brás Pires
07183-337;Travessa Brás Pires de Freitas
07183-338;Rua Marginal
07183-341;Passagem C
07183-350;Rua Bélgica
07183-351;Passagem P
07183-356;Rua Índia
07183-360;Rua Franca
07183-370;Rua Venezuela
07183-371;Rua Argentina
07183-380;Rua Hungria
07183-390;Rua Espanha
07183-391;Rua 3-A
07183-400;Praça Vaticano
07183-410;Avenida Brasil
07183-413;Praça Pedro O. Carpidor
07183-420;Rua Portugal
07183-421;Passagem B
07183-430;Rua Juru
07183-440;Avenida Itália
07183-441;Rua C
07183-442;Viela 3
07183-450;Rua México
07183-451;Viela 2
07183-453;Rua Cuba
07183-460;Rua Holanda
07183-470;Rua Alemanha
07183-473;Rua Chile
07183-480;Rua Inglaterra
07183-481;Rua Beira Rio
07183-482;Viela Beira Rio
07183-486;Praça Tatiane Ribeiro Neves
07183-490;Rua Canadá
07183-491;Viela Barbosa
07183-495;Avenida Papa João Paulo I
07183-500;Avenida Estados Unidos
07183-501;Viela União
07183-502;Viela Oliveira
07183-503;Rua Alagoas
07183-900;Rodovia Presidente Dutra km 220
07183-901;Rodovia Presidente Dutra km 219
07183-902;Rodovia Presidente Dutra km 218
07183-904;Rodovia Presidente Dutra km 214
07184-000;Vila Base Aérea de Cumbica
07184-006;Vila dos Sargentos
07184-007;Loteamento Vila Militar de Cumbica
07184-010;Alameda Carajás
07184-020;Alameda Albatroz
07184-030;Alameda Tenente Andrieta
07184-040;Alameda Cometa
07184-050;Alameda Gavião
07184-055;Alameda Poker
07184-060;Alameda Onça
07184-070;Alameda Dragão
07184-080;Alameda Um
07184-090;Alameda Dois
07184-100;Alameda Três
07184-110;Alameda Quatro
07184-120;Alameda Cinco
07190-000;Avenida Monteiro Lobato
07190-001;Rua Firmino de Barros
07190-002;Rua Rudelli
07190-010;Rua Guilherme Lino dos Santos
07190-012;Alameda dos Lírios
07190-013;Rua Odilon Monteiro
07190-014;Alameda das Angélicas
07190-015;Praça João Baptista Villanova Artigas
07190-016;Rua Capitão Osmani Cristinelli
07190-017;Avenida Ministro Evandro Lins e Silva
07190-018;Alameda das Tulipas
07190-019;Alameda das Papoulas
07190-020;Rua Asea
07190-021;Rua Benedito Barbosa
07190-023;Rua Rubens Henrique Picchi
07190-026;Rua Silvério Pereira dos Santos
07190-029;Rua Professora Maria Del Pilar Munhoz Bononato
07190-030;Rua Avelino Luchetti
07190-033;Rua Lourdes Lopes Sanches
07190-036;Alameda das Acácias
07190-043;Praça Pasqualina Gonçalves
07190-050;Avenida Odair Santanelli
07190-053;Praça Mamonas Assassinas
07190-055;Alameda das Magnólias
07190-060;Rua Célia Domingues Faustino
07190-065;Rua Cristobal Claudio Elillo
07190-068;Rua Geraldo Alves Celestino
07190-070;Alameda das Vitórias Régias
07190-080;Alameda das Azaléias
07190-090;Rua Professora Lucinda Bechelli Romano
07190-100;Rodovia Hélio Smidt
07190-190;Rua Colibri
07190-200;Rua Ipê
07190-210;Rua Jatobá
07190-220;Rua Vitória da Conquista
07190-230;Rua das Seringueiras
07190-240;Rua Jacarandá
07190-250;Rua Bahia
07190-901;Avenida Monteiro Lobato 2495/2641
07190-902;Avenida Monteiro Lobato 2799
07190-903;Avenida Monteiro Lobato 3321
07190-904;Avenida Monteiro Lobato 3411
07190-905;Rua Lourdes Lopes Sanches 100
07190-906;Rua Lourdes Lopes Sanches 300
07190-907;Rua Rubens Henrique Picchi 311
07190-908;Rua Rubens Henrique Picchi 119
07190-909;Avenida Odair Santanelli 100
07190-910;Avenida Odair Santanelli 300
07190-911;Avenida Odair Santanelli 800
07190-912;Avenida Odair Santanelli 990
07190-913;Rua Célia Domingues Faustino 281
07190-914;Rua Célia Domingues Faustino 89
07190-917;Avenida Monteiro Lobato 2800
07190-919;Rodovia Presidente Dutra km 224
07190-959;Rodovia Hélio Smidt Terminal de Passageiros 2 Asa Oeste Mezanino .
07190-971;Rodovia Hélio Smidt
07190-972;Rodovia Hélio Smidt Terminal de Passageiros 2 Asa Oeste Mezanino .
07190-973;Rodovia Hélio Smidt
07191-000;Avenida Otávio Braga de Mesquita
07191-010;Rua Duque de Caxias
07191-020;Rua Benedito Pereira de Moraes
07191-030;Rua Jataizinho
07191-040;Rua Antônio Molina Garcia
07191-050;Rua Nivaldo Romero
07191-053;Rua Miguel Ângelo Lapenna
07191-060;Rua Rubens Polillo
07191-070;Rua Aurora T. Thomaz
07191-080;Rua Jácomo Jacobuci
07191-090;Rua São Miguel
07191-100;Rua Maria de Fátima
07191-110;Rua Manaus
07191-120;Rua Wenceslau Braz
07191-130;Rua Meru
07191-140;Rua Rancho Alegre
07191-150;Rua Nova Fátima
07191-160;Rua Ribeirão Claro
07191-170;Rua Santa Maria
07191-180;Rua Cornélio Procópio
07191-190;Rua Nossa Senhora Aparecida
07191-200;Rua Hélio Arrelaro
07191-210;Rua Maria de Fátima Kida
07191-220;Rua Ibiraiaras
07191-223;Praça Pin
07191-230;Rua Lagoa Vermelha
07191-240;Rua Vacaria
07191-250;Avenida Nossa Senhora de Fátima
07191-253;Rua Catarina Titoneli da Silva
07191-257;Rua Oboé
07191-260;Rua Cambará do Sul
07191-270;Rua Ângelo
07191-280;Praça Elídio de Carvalho
07191-290;Rua Esmeralda
07191-293;Rua José Manoel Martins da Cunha
07191-300;Viela Peçanha
07191-310;Avenida Santa Bárbara
07191-320;Praça Francisco Martins Pompeo
07191-330;Rua Itambaracá
07191-333;Praça Dora Faccini de Andrade
07191-340;Rua Mandirituba
07191-350;Rua Tapauã
07191-360;Rua Prudente de Morais
07191-370;Rua Juan Fernandez Fernandez
07191-380;Rua Mário Bernardo de Medeiros
07191-390;Rua Guaxupé
07191-400;Passagem Pedro Leopoldo
07191-410;Passagem Matozinhos
07191-420;Rua João Júcio
07191-430;Passagem Herval do Oeste
07191-450;Rua São José da Varginha
07192-000;Rua José Gomes Otero
07192-009;Viela São Felipe
07192-010;Rua Padre Cláudio Arenal
07192-016;Rua Maria Innocência Oliva Barbosa
07192-017;Rua Carmo Venditti
07192-018;Rua Manoel da Cruz Filho
07192-020;Rua Piauí
07192-021;Viela Acarajé
07192-030;Viela do Carmo
07192-040;Rua Constantino Burato
07192-050;Rua Santana do Riacho
07192-060;Rua Pavini
07192-070;Rua Monte Santo de Minas
07192-080;Rua Dionísio Cerqueira
07192-090;Rua Muzambinho
07192-100;Rua Dora
07192-110;Rua Virginópolis
07192-120;Rua Senhora do Porto
07192-130;Rua Ubaí
07192-140;Rua João Bertelli
07192-150;Rua Canutama
07192-160;Rua Ituiutaba
07192-170;Rua Pedro Volpi
07192-180;Rua Boca do Acre
07192-190;Rua Sabinópolis
07192-200;Rua Carlos Korkischko
07192-203;Rua Daniel Egídio
07192-210;Rua São Miguel dos Campos
07192-213;Alameda Manuel Jesus de Freitas
07192-220;Rua Palminópolis
07192-230;Rua Águas Limpas
07192-240;Rua Raul Gutierrez
07192-250;Rua Jatal
07192-260;Rua São Miguel do Iguaçu
07192-270;Rua São Roque
07192-290;Rua Pernambuco
07192-300;Rua Pará
07192-900;Rua Oboé 80
07192-970;Rua Carlos Korkischko 75
07193-000;Rua Eugênio Diamante
07193-004;Rua Palmeiras de Lagoas
07193-010;Rua Mar Vermelho
07193-020;Rua Fonte Boa
07193-021;Rua Rufino Alves Lopes
07193-030;Rua Lagoa da Prata
07193-040;Rua Betel
07193-050;Rua Parauna
07193-060;Rua Aporé
07193-070;Rua José Caldeira
07193-080;Rua Serranópolis
07193-090;Rua Bela Vista de Goiás
07193-091;Viela Pontal
07193-100;Rua Rio Vermelho
07193-110;Rua Fortaleza de Minas
07193-111;Viela Santana do Pirapama
07193-120;Rua Aragoiania
07193-130;Rua Irua
07193-140;Rua Caldas Novas
07193-150;Rua Aparecida Goiana
07193-160;Rua São Domingos do Prata
07193-163;Rua Cartola Compositor
07193-170;Rua Cruz Machado
07193-180;Rua Guarapuava
07193-190;Rua Nossa Senhora de Lourdes
07193-200;Rua Vinícius de Moraes
07193-210;Rua Jorge Veiga
07193-220;Rua Cristolândia
07193-230;Rua Doris Guimarães
07193-240;Rua Alecsander Alves
07193-250;Rua Aurora do Norte
07193-260;Rua Caravari
07193-270;Rua Castelo Branco
07193-280;Rua Marcelo Francisco
07193-300;Alameda Rufino Alves Lopes
07194-000;Rua Ibirajuba
07194-010;Rua Iguatama
07194-020;Rua Estrela do Indaiá
07194-030;Rua Japaraíba
07194-040;Rua Pains
07194-050;Rua José Lins do Rego
07194-060;Rua Santa Rosa da Serra
07194-063;Rua Manuel de Barros
07194-070;Rua Dionísio
07194-080;Rua José de Alencar
07194-090;Rua Arthur de Azevedo
07194-100;Viela Canhotinho
07194-110;Rua Graciliano Ramos
07194-111;Viela Laje
07194-112;Viela Salvador Broco
07194-120;Rua Martins Fontes
07194-130;Rua Catulo da Paixão Cearense
07194-140;Rua Dom Joaquim
07194-150;Rua Augusto dos Anjos
07194-160;Rua Augusto
07194-170;Rua Doutor Carlos Aparecido Rabello de Freitas
07194-180;Rua Ana Coelho da Silveira
07194-183;Rua Bispo César Dacorso Filho
07194-190;Rua Abel Silva
07194-200;Rua Rosana Capella Cardoso
07194-210;Rua Paulo Caetano Zanetti
07194-220;Rua Lupércio Miranda
07194-230;Rua Jorge Elias Mudallel
07194-240;Rua Padre Bento
07194-250;Rua Nelson de Andrade
07194-260;Rua Emílio Vigorito
07194-270;Rua Maria Lúcia
07194-280;Rua Abelardo Abrunhosa
07194-290;Rua São Francisco do Pará
07194-300;Rua São José do Ribamar
07194-310;Rua Gana
07194-320;Rua Haiti
07194-325;Rua Inhauma
07194-330;Rua São Luiz
07194-340;Rua Campo Grande
07194-350;Rua Pedra Dourada
07194-360;Rua Laranjeiras
07194-370;Rua Porto Firme
07194-380;Praça Anita
07194-390;Rua Vinte e Nove de Janeiro
07194-400;Rua Maria de Lourdes Rocha
07194-410;Rua Gino Nello Rinaldi
07194-420;Rua Professora Durvalina de Castro
07194-430;Rua Paulino Moino
07194-440;Rua Luiz Fernando Soares
07194-450;Rua Campo Mourão
07194-453;Rua Naief Jamb
07194-460;Rua Regente Feijó
07194-465;Viela Rancharia
07194-470;Rua Jair Ferreira Pinho
07194-480;Rua Rancharia
07194-490;Rua Sandovalina
07194-500;Rua Presidente Epitácio
07194-510;Rua São João do Caiuá
07194-520;Rua Tapejara
07194-530;Rua Cândida Rodrigues Barbosa
07194-540;Rua Bernardo Rodrigues Fernandes
07194-550;Rua Procópio Ferreira
07194-570;Rua Luiz Wade Piccinini
07195-000;Rua José Gomes Jardim
07195-010;Rua Hungria
07195-011;Viela União da Vitória
07195-013;Viela Bonny
07195-020;Rua Polônia
07195-030;Rua Itália
07195-040;Rua Síria
07195-050;Rua Líbano
07195-060;Rua Portugal
07195-063;Viela Congonhas do Norte
07195-070;Rua Franca
07195-080;Rua Espanha
07195-090;Rua Suíça
07195-093;Praça Arima
07195-100;Rua Mantena
07195-110;Rua Palmeiras de Alagoas
07195-120;Rua Cromínia
07195-121;Rua Santa Luzia do Norte
07195-130;Rua Waldomiro José Antônio
07195-140;Rua Joãozinho
07195-150;Rua Campanário
07195-160;Rua Frei Inocêncio
07195-170;Rua Inglaterra
07195-171;Viela Itambacuri
07195-180;Rua Alemanha
07195-181;Viela Bandolim
07195-190;Rua Maravilhas
07195-191;Viela Sardoa
07195-200;Rua Cesare Bonesana
07195-201;Viela Zati
07195-210;Rua Pimenta
07195-220;Rua Itapogipe
07195-226;Viela Ferros
07195-230;Rua Flávio de Carvalho
07195-240;Praça Monte Carmelo
07195-250;Rua Paulo Afonso
07195-260;Rua Porto União
07195-261;Viela São Lourenço do Oeste
07195-262;Viela Xanxere
07195-270;Rua Luiz Moreira
07195-280;Rua Santo Estevão
07195-290;Rua Aracaí
07195-300;Rua Icaraíma
07195-310;Rua Arminda Maurus
07195-320;Rua Alexandre Maurus
07195-321;Rua Camboriu
07195-330;Rua João de Souza
07195-331;Viela São José dos Cordeiros
07195-340;Rua Eliane
07195-360;Rua São Sebastião do Maranhão
07195-370;Rua Campo Belo
07195-380;Rua Jaraguá do Sul
07195-390;Rua Jacarandá
07195-400;Rua Professora Nilza
07195-970;Rua Frei Inocêncio 168
07196-000;Avenida Tiradentes
07196-010;Rua Miguel Calmon
07196-020;Rua Maria das Dores Lopes Pinheiro
07196-030;Rua João Romano
07196-040;Rua Juquitiba
07196-041;Praça Maurício
07196-050;Rua Pirai do Sul
07196-053;Praça Karen
07196-060;Praça Cajubá
07196-070;Passagem Bingo
07196-080;Avenida Comendador Wilson Talarico
07196-081;Viela Várzea da Palma
07196-090;Rua Jequitinhonha
07196-100;Rua Ribeirão das Neves
07196-110;Rua José Volpi
07196-120;Rua Sebastião Bernardino Seixas
07196-130;Avenida Maués
07196-140;Praça Pequim
07196-150;Praça Lauro de Souza Lima
07196-160;Rua Fernandes Tourinho
07196-161;Viela Santo Hipólito
07196-170;Avenida José Antônio Zeraibe
07196-171;Viela Santo Amaro da Imperatriz
07196-180;Rua Cupira
07196-190;Rua São Bonifácio
07196-200;Rua Araruna
07196-210;Rua Asdrubal Zanetti
07196-211;Viela Guimarães
07196-212;Viela Vitória de Santo Antão
07196-220;Avenida Bom Clima
07196-230;Rua Raphael Colacioppo
07196-231;Viela Anchieta
07196-240;Rua Anselmo Fornasaro
07196-250;Rua Odilon de Moraes
07196-260;Rua Solbach
07196-270;Rua Barros Cassal
07196-290;Rua Morro Agudo
07197-000;Avenida Mariana Ubaldina do Espírito Santo
07197-001;Praça Gilberto Van Mill
07197-010;Avenida João Bernardo Medeiros
07197-020;Rua Durvalino Cardoso Bueno
07197-030;Rua Manoel Bernardo Medeiros
07197-032;Rua Agenor Pires Leme
07197-040;Rua Cônsul Orestes Correa
07197-043;Rua Maria Loprete
07197-050;Rua Dirce Faccini Poli
07197-060;Rua Francisco Aires
07197-070;Rua Jorge Felipe Haddad
07197-080;Rua Joaquim de Castro
07197-090;Rua Orlando Biagi Angu
07197-100;Rua da Fortuna
07197-103;Rua Cláudio Agostinho
07197-105;Rua Josefa Lourenço
07197-110;Rua Juvelina Dinah de Araújo
07197-120;Rua Minnie Ida Perman
07197-130;Rua da Penha
07197-140;Rua Alberto Hinoto Bento
07197-150;Rua Michael Andreas Kratz
07197-160;Rua José Lopes
07197-170;Rua Ângelo Rossi
07197-180;Rua Aurélio Lago
07197-190;Rua Doutor Wenceslau Brás
07197-210;Rua Belo Oriente
07197-230;Rua Mara Rosa
07197-240;Rua Eli Rubens Costa
07197-250;Rua Manoel de Souza
07197-252;Rua Tadeu Everaldo Galvão
07197-260;Rua Diamantina
07197-263;Praça Padroeira do Brasil
07197-270;Rua dos Faraós
07197-280;Rua Francisco Jorge Melande
07197-290;Rua Magin Farinas Lopez
07210-000;Rodovia Presidente Dutra
07210-007;Rua Luiz Vaz de Camões
07210-008;Rua Joaquina Teófilo do Espírito Santo
07210-010;Viela Guanajuato
07210-020;Viela Dois Riachos
07210-030;Viela Torrinha
07210-040;Viela Condado
07210-050;Viela Menino
07210-060;Viela Sarue
07210-070;Viela Canes
07210-080;Viela Bariloche
07210-090;Rua Madri
07210-100;Rua Salto de Pirapora
07210-110;Rua Meca
07210-120;Rua Himalaia
07210-130;Rua Junqueiro
07210-140;Rua Lagoa da Canoa
07210-150;Rua Geraldo Ponciano
07210-160;Rua Cararu
07210-170;Rua Cororipe
07210-180;Rua Matriz de Camarangibe
07210-190;Rua Bagdá
07210-200;Rua Anádia
07210-210;Rua Boca da Mata
07210-220;Rua Canindé de São Francisco
07210-230;Rua Campo Alegre
07210-240;Estrada Pimentas-Dutra
07210-250;Estrada Velha Guarulhos-São Miguel
07210-270;Rua Luís Borges de Medeiros
07210-280;Rua C
07210-290;Rua Paulino Salviano de Lima
07210-293;Viela Cícero Lima Silva
07210-300;Rua Alabama
07210-310;Rua Central
07210-320;Rua Euclides Fiorentino
07210-330;Rua Pernambuco
07210-340;Viela da Paz
07210-350;Rua Palmas
07210-360;Rua da Pátria
07210-370;Rua Barroso
07210-375;Rua Liberdade
07210-380;Estrada Pimentas-São Miguel
07210-390;Avenida Maria Rosa Peprota
07210-400;Rua Miguel
07210-410;Rua Marlei
07210-420;Avenida Maria Ricci Perrota
07210-430;Rua Maria Emília
07210-440;Rua Ademar
07210-450;Rua Osmar
07210-460;Rua Gianeto
07210-470;Rua Emília
07210-480;Rua São Miguel
07210-900;Rodovia Presidente Dutra km 214
07215-010;Avenida Abrahão Lincoln
07215-020;Avenida Marginal
07215-030;Avenida Recife
07215-040;Estrada Municipal
07215-050;Rua Aldir
07215-060;Rua Amambaí
07215-070;Rua Bataguassu
07215-080;Rua Bataiporã
07215-090;Rua Boa Vista
07215-100;Rua Caarapo
07215-110;Rua Gazeta
07215-120;Rua Itaporã
07215-130;Rua Ivinhema
07215-140;Rua Moreno
07215-150;Rua Panorama
07215-160;Rua Pau Ferro
07215-170;Rua Rondonópolis
07215-180;Rua São Lourenço
07215-190;Rua Sidrolândia
07215-200;Rua Monte Aprazível
07215-210;Viela Nhandeara
07215-220;Rua Quatorze
07215-230;Rua Manuel de Jesus Fernandes
07215-240;Estrada Guarulhos São Miguel
07220-000;Avenida Santos Dumont
07220-010;Rua Santana de Ipanema
07220-011;Viela Itaberaba
07220-012;Viela Tremembê
07220-013;Travessa Riachuelo
07220-020;Avenida Antônio Bardella
07220-021;Rua Silvio Barone
07220-022;Rua Shina
07220-030;Rua Angatuba
07220-040;Rua Colônia Leopoldina
07220-050;Rua Queluz
07220-060;Rua Francisco Inácio de Carvalho Moreira
07220-070;Viela Piquete
07220-080;Avenida Ugo Fumagali
07220-090;Estrada de Ferro
07220-900;Avenida Lindomar Gomes de Oliveira 463
07220-902;Avenida Antônio Bardella 525
07220-959;Avenida Santos Dumont 1315
07220-972;Avenida Santos Dumont 1315
07220-973;Avenida Santos Dumont 1315
07221-000;Rua Nova Veneza
07221-010;Avenida Novo Brasil
07221-011;Praça Monzoni
07221-020;Rua Corumbá de Goiás
07221-021;Viela Frei Paulo
07221-030;Rua Sisa
07221-040;Rua João Roberto
07221-050;Avenida Jaraguá
07221-051;Praça Bernardo Andres Castro
07221-060;Rua Majestic
07221-070;Avenida Guinle
07221-080;Rua Ouro Verde de Goiás
07222-000;Avenida Justino de Maio
07222-001;Viela São Nicolau
07222-010;Avenida Patos
07222-011;Viela Consolação
07222-012;Viela Jaguaruçu
07222-013;Viela Itaguara
07222-014;Viela Camanducaia
07222-015;Rua Barão de Penedo
07222-020;Rua Cecília Roizen
07222-021;Viela Senhora Oliveira
07222-022;Viela Penaforte
07222-023;Viela São José do Norte
07222-030;Rua Itajubá
07222-031;Viela Cambuí
07222-040;Rua Clementina
07222-050;Rua Arthur Carl Schimidt
07222-060;Rua Gonçalves
07222-070;Rua Tupi Paulista
07222-080;Rua Satélite
07222-090;Rua Balizada
07222-100;Rua Padre Bernardo
07222-110;Avenida Santana da Boa Vista
07222-111;Rua Rinópolis
07222-120;Rua Santa Mercedes
07222-121;Rua Salomão
07222-130;Avenida Projecta
07222-140;Avenida São Mateus do Maranhão
07222-150;Rua Luzanira
07222-151;Rua Cristalino
07222-160;Rua Nova Olinda
07222-170;Rua Prefeito Olivier Ramos Nogueira
07222-171;Viela Extrema
07222-180;Rua Paulicéia
07222-190;Rua Sivi
07222-200;Avenida Rochedo de Minas
07223-000;Avenida Jaguarão
07223-010;Rua Serra do Mar
07223-020;Rua Divino das Laranjeiras
07223-021;Viela Tucunduva
07223-030;Rua Sales
07223-040;Rua Bicas
07223-050;Rua Merces
07223-051;Rua Pinheiro Machado
07223-060;Rua Dom Pedrito
07223-061;Viela Avanhandava
07223-070;Viela Presidente Nereu
07223-071;Rua Recreio
07223-072;Viela Aniela
07223-075;Rua Volta Grande
07223-080;Rua Pirapetininga
07223-090;Rua Brazápolis
07223-100;Rua São Cristóvão
07223-110;Rua Montes Claros
07223-120;Rua Santa Vitória
07223-130;Rua Portelândia
07223-140;Rua Simão Pereira
07223-141;Rua Registro
07223-150;Rua Além Paraíba
07223-160;Rua Guinha
07223-170;Rua Júlio de Castilhos
07223-171;Rua Thiago
07223-180;Avenida Diorama
07223-181;Viela Nepal
07223-182;Praça Magalhães
07223-183;Rua São José Safira
07223-190;Rua Mineiros
07223-200;Rua Macedônia
07223-210;Rua Guarara
07223-220;Rua São Vicente do Sul
07223-230;Rua Uruguaiana
07223-235;Viela do Farol
07223-240;Rua Joaquim Lessa Carneiro
